"GENE_NAME","CHROMOSOME","UNIPROT_ACC","GO_MOLECULAR_FUNCTION","REACTOME_ID","KEGG_ID","INTERPRO_ID","PFAM_ID","INTACT_ID","BIOGRID_ID","CONSENSUSPATH_ID","GDI","P_HI","P_REC","ESSENTIAL_GENE","GENATLAS_TISSUE","lastmodified"
"SEC23A","14","Q15436","zinc ion binding","R-HSA-1655829;R-HSA-204005;R-HSA-2132295;R-HSA-5694530;R-HSA-983170;",NULL,"IPR029006;IPR007123;IPR006900;IPR006896;IPR012990;IPR002035;IPR006895;","PF00626;PF08033;PF04815;PF04811;PF04810;","GALNT1;SEC24B;SEC31A;CDK18;GLRA2;USE1;TMEM17;CLTC;SDCBP2;GTSE1;TMED7;MAP1LC3A;TMED2;MAP1LC3B;TMED3;SEC16A;TMED10;NDRG1;CDK16;SEC24C;SEC24D;KDELR1;APC;GABARAPL2;GABARAPL1;CDC5L;HLA-B;TMED9;CENPJ;GABARAP;JUN;SEC13;","XPO1;COPA;OSBP;SEC24B;S100A6;SEC31A;SEC24A;NARS;GLRA2;UBQLN2;CLTC;TMEM17;SDCBP2;GTSE1;THADA;TTLL12;PRMT3;CUL3;CUL2;HSPH1;CUL7;PLOD2;USP11;HIRIP3;SEC24C;SEC24D;WWOX;CUL1;CARS;SP100;STMN2;TACC3;CTNNA1;UBE2B;CDK2;PSMA1;DCUN1D1;CAND1;SEC23B;LRPPRC;USP9X;UBE2V2;NEDD8;SNX3;STUB1;SERPINH1;TPM1;SUMO3;SUMO2;TTC1;TROVE2;HIST1H4A;SEC16A;PSMB2;OBSL1;NDRG1;HSPA4;EWSR1;DUS3L;DTNA;MSH2;GARS;SAMHD1;DPYSL3;SIRT7;CENPJ;ARMC1;SGTA;EIF4B;PSMG1;NTRK1;PSMC2;GFPT1;HSPA4L;HGS;SEC13;FAF1;UBXN7;XPO7;RCN1;","HNRNPF;HNRNPA1;USE1;HNRNPR;PABPC1;DDX3X;HNRNPD;HNRNPA3;HNRNPAB;IVNS1ABP;ISYNA1;NBAS;PRPF39;CARM1;TRMT61A;SEC24C;TRMT6;ARHGEF2;DNAJC10;RPSA;HNRNPUL1;POLR2A;RINT1;TFG;ACTA2;HNRNPH3;PRMT1;HNRNPA2B1;ZW10;AIFM2;HNRNPA0;NSF;HNRNPDL;SCFD1;RPS3;ILF2;HNRNPU;RBM14;HSPD1;HNRNPK;DDX4;DDX5;TIAL1;SEC31A;SEC13;SEC24C;CDK18;GALNT1;COPB1;ARCN1;COPG1;COPA;TMED10;COPB2;SDCBP2;TMED7;TMED3;NDRG1;GLRA2;TMED2;CDK16;SEC24D;SEC24B;SEC24C;TMED9;ARCN1;COPB2;COPB1;COPA;COPG1;KDELR1;HLA-B;MIA3;DCTN1;KRT1;DDB1;KRT9;CAPZA2;TRIM28;ACTB;ACTN4;MCM5;RPSA;APC2;HSPA5;ALB;CTNNB1;TGM2;CAPZA1;SEC16A;SIRT7;CUL3;CUL2;CDK2;CUL1;NEDD8;SEC13;SEC24A;PSMC2;STUB1;TACC3;TTLL12;UBE2B;USP9X;THADA;SP100;UBE2V2;RCN1;TTC1;UBXN7;PSMA1;SNX3;COPA;SERPINH1;S100A6;PSMB2;UBQLN2;TPM1;STMN2;SGTA;LRPPRC;DTNA;CTNNA1;CARS;EIF4B;GARS;GFPT1;HIRIP3;HIST1H4A;HSPA4L;HSPA4;HSPH1;DPYSL3;PLOD2;PRMT3;SAMHD1;CAND1;DUS3L;FAF1;MSH2;NARS;OSBP;PSMG1;USP11;TROVE2;XPO7;WWOX;CUL7;OBSL1;SEC24D;GOSR2;SEC22B;SEC24D;STX5;SEC22B;SEC24A;BET1;SEC24A;SEC22B;APC","41.28","0.69","0.17",NULL,"superior cervical ganglion;smooth muscle;trigeminal ganglion;skeletal muscle;","2017-06-22 00:00:00"
"SGCB","4","Q16585",,,NULL,"IPR006875;IPR027659;","PF04790;","TRIM63;","SGCZ;ZACN;GLRA2;SGCD;","TRIM63;SGCD;SGCG;SGCZ;SGCD;SGCG;SGCA;SSPN;DTNA;SGCD;SGCG;SGCA;SGCE;SGCA;SGCG;SSPN;SGCD;SGCA;ZACN;GLRA2","92.96","0.2","0.12","N",NULL,"2017-06-22 00:00:00"
"SGCD","5","Q92629",,,NULL,"IPR006875;IPR027661;","PF04790;","SERPINA3;FLNC;ADA;","DNAJB9;C10orf35;C4orf32;FLNC;ADA;SGCB;","FLNC;SERPINA3;ADA;SGCB;SGCG;SGCA;SGCB;SGCG;SGCA;SSPN;DTNA;SGCB;SGCG;SGCA;SGCE;SGCG;SSPN;SGCB;SGCA;C4orf32;DNAJB9;C10orf35","233.52","0.15","0.37","N","occipital lobe;medulla oblongata;superior cervical ganglion;olfactory bulb;ciliary ganglion;trigeminal ganglion;parietal lobe;skeletal muscle;cingulate cortex;","2017-06-22 00:00:00"
"SHH","7","Q15465","calcium ion binding ; glycoprotein binding ; glycosaminoglycan binding ; laminin-1 binding ; morphogen activity ; patched binding ; peptidase activity ; zinc ion binding","R-HSA-373080;R-HSA-5358346;R-HSA-5362768;R-HSA-5362798;R-HSA-5632681;R-HSA-5632684;R-HSA-5635838;R-HSA-5658034;","hsa04340;hsa05217","IPR001657;IPR028992;IPR009045;IPR000320;IPR001767;IPR003586;IPR003587;IPR006141;","PF01085;PF01079;",NULL,"DERL2;DERL1;SYVN1;SHH;SEL1L;","PTCH1;HHIP;PTCH2;GAS1;ADCYAP1;SYVN1;DERL1;DERL2;SEL1L;NR2F2","20.18","0.49","0.89","E","testis - interstitial;superior cervical ganglion;testis;","2017-06-22 00:00:00"
"SLC26A4","7","O43511","anion:anion antiporter activity ; bicarbonate transmembrane transporter activity ; chloride channel activity ; chloride transmembrane transporter activity ; iodide transmembrane transporter activity ; oxalate transmembrane transporter activity ; secondary active sulfate transmembrane transporter activity ; sulfate transmembrane transporter activity","R-HSA-427601;",NULL,"IPR030285;IPR018045;IPR011547;IPR001902;IPR002645;","PF01740;PF00916;",NULL,NULL,NULL,"1009.4","0.51","0.44","N","superior cervical ganglion;thyroid;atrioventricular node;trigeminal ganglion;skeletal muscle;","2017-06-22 00:00:00"
"SLC3A1","2","Q07837","amino acid transmembrane transporter activity ; basic amino acid transmembrane transporter activity ; catalytic activity ; L-cystine transmembrane transporter activity ; protein heterodimerization activity","R-HSA-352230;",NULL,"IPR006047;IPR017853;","PF00128;",NULL,"SLC7A8;","SLC7A8","899.72","0.15","0.43","N","superior cervical ganglion;kidney;parietal lobe;","2017-06-22 00:00:00"
"SLC45A2","5","Q9UMX9","sucrose:proton symporter activity","R-HSA-5662702;",NULL,"IPR020846;",,NULL,"GAPDHS;","GAPDHS","4323.79","0.11","0.59","N","superior cervical ganglion;appendix;atrioventricular node;trigeminal ganglion;","2017-06-22 00:00:00"
"SLC7A9","19","P82251","antiporter activity ; L-cystine transmembrane transporter activity ; neutral amino acid transmembrane transporter activity ; peptide antigen binding","R-HSA-210991;R-HSA-352230;",NULL,"IPR002293;","PF13520;","TGM2;HSPB1;AGO2;","TGM2;HSPB1;CUL1;","HSPB1;CUL1;TGM2","2700.38","0.16","0.27","N","superior cervical ganglion;kidney;atrioventricular node;trigeminal ganglion;","2017-06-22 00:00:00"
"SMC1B","22","Q8NDV3","ATP binding ; DNA binding","R-HSA-1221632;","hsa04110","IPR027417;IPR003395;IPR024704;IPR010935;","PF06470;PF02463;",NULL,"REC8;RAD21;CDCA5;SMC3;STAG2;STAG1;","REC8;SMC3;SYCP3;SMC3;CDCA5","4981.23","0.51","0.08","N",NULL,"2017-06-22 00:00:00"
"SPRY4","5","Q9C004",,,"hsa04630","IPR007875;IPR030790;","PF05210;","TNS2;ZDHHC17;CBL;TESK1;TMEM17;RIN3;","SPRY2;ZDHHC17;GRB2;CBL;TESK1;RAF1;TMEM17;TENC1;RIN3;","SPRY2;RAF1;RIN3;CBL;ZDHHC17;TESK1;TNS2;GRB2","112.7","0.93","0.14","E","superior cervical ganglion;pons;skeletal muscle;","2017-06-22 00:00:00"
"STX11","6","O75558","SNAP receptor activity ; SNARE binding",,"hsa04130","IPR010989;IPR028672;IPR006012;IPR006011;IPR000727;","PF00804;","FAM110A;TBK1;VPS52;MBIP;SH2D4A;GOLGA8DP;KDM1A;AES;GOLGA8F;CCBE1;CCDC184;LONRF1;PRPF31;CCNK;ZCCHC10;CTBP2;BYSL;PRKAB2;STXBP1;RUNX1T1;USHBP1;TAF6L;SMARCE1;PSMA3;C1orf109;MFAP1;CDCA7L;ZNF587;TNFRSF21;SLC38A2;FARS2;HAUS1;KLC3;SNX3;WDYHV1;BLOC1S6;SNAP23;LENG1;TCF4;STX11;SNAP25;FAM74A4;PPP1R18;IKZF3;CARD9;EIF1AD;SUV39H1;NDC80;KAT5;MID2;FAM90A1;KCTD9;MEOX2;PSMC3;KXD1;ZNF417;IKBKG;FAM161A;","FAM110A;TBK1;VPS52;MBIP;SH2D4A;KDM1A;APP;AES;GOLGA8F;CCBE1;CCDC184;LONRF1;PRPF31;CCNK;ZCCHC10;CTBP2;BYSL;PRKAB2;RUNX1T1;STXBP1;USHBP1;TAF6L;GOLGA8EP;SMARCE1;PSMA3;C1orf109;MFAP1;CDCA7L;VAMP2;ZNF587;TNFRSF21;SLC38A2;FARS2;HAUS1;KLC3;WDYHV1;BLOC1S6;SNAP23;STX11;TCF4;LENG1;SNAP25;FAM74A4;PPP1R18;IKZF3;CARD9;EIF1AD;SUV39H1;CWF19L2;ELAVL1;NDC80;KAT5;MID2;FAM90A1;KCTD9;MEOX2;KXD1;PSMC3;ZNF417;IKBKG;CCDC33;FAM161A;","STXBP5;SNAP23;STXBP2;VAMP8;VAMP3;STXBP5;SNAP23;MFAP1;MID2;CCDC184;STXBP1;KCTD9;BLOC1S6;FAM110A;KAT5;SNAP23;LONRF1;ZNF417;SUV39H1;GOLGA8F;C1orf109;PRKAB2;AES;SMARCE1;FAM74A4;PPP1R18;VPS52;EIF1AD;KXD1;BYSL;LENG1;TCF4;WDYHV1;SNAP25;SH2D4A;IKZF3;CDCA7L;ZCCHC10;HAUS1;USHBP1;CCBE1;KDM1A;CCNK;GOLGA8DP;TAF6L;FAM90A1;SLC38A2;PSMC3;CARD9;NDC80;FAM161A;MBIP;KLC3;ZNF587;RUNX1T1;FARS2;SNX3;TNFRSF21;PSMA3;VAMP2;VAMP2;SNAP23;FHL5;APP;CTBP2;IKBKG;TBK1;MEOX2;PRPF31;CCDC33;CWF19L2","486.2","0.23","0.18",NULL,NULL,"2017-06-22 00:00:00"
"STXBP2","19","Q15833","syntaxin-1 binding ; syntaxin-3 binding","R-HSA-114608;",NULL,"IPR001619;","PF00995;","PDK1;FANCI;BAG2;SMS;","PDK1;STX3;GJA1;ANXA3;APRT;STX19;FANCI;RPS6KA2;ANXA11;BAG2;SMS;SSU72;CCDC8;SLC25A41;","STXBP5;STXBP5;SNAP23;STX11;TAB1;BAG2;STUB1;DNAJB1;DNAJB6;MLF2;VAMP2;SNRPD3;STXBP3;GEMIN4;DDX20;GEMIN2;SNAP23;STX2;SMN1;STX1A;STX3;SNRPD2;SNRPB;SSU72;ANXA11;ANXA3;RPS6KA2;BAG2;CCDC8;SLC25A41;STX19;GJA1","302","0.54","0.13",NULL,"prostate;testis - interstitial;lung;testis - seminiferous tubule;thyroid;placenta;testis;white blood cells;whole blood;thymus;","2017-06-22 00:00:00"
"TACR3","4","P29371","tachykinin receptor activity","R-HSA-380095;R-HSA-416476;","hsa04020;hsa04080","IPR000276;IPR017452;IPR001681;IPR001013;","PF00001;","TAC3;","TAC1;","TAC3;GPRASP1;SNX1;TAC1;TAC4","139.74","0.11","0.14","N","medulla oblongata;ciliary ganglion;","2017-06-22 00:00:00"
"TEK","9","Q02763","ATP binding ; growth factor binding ; protein kinase activity ; protein tyrosine kinase activity ; Ras guanyl-nucleotide exchange factor activity ; receptor activity ; transmembrane receptor protein tyrosine kinase activity","R-HSA-210993;R-HSA-5673001;",NULL,"IPR013032;IPR000742;IPR003961;IPR007110;IPR013783;IPR011009;IPR000719;IPR017441;IPR001245;IPR018941;IPR008266;IPR020635;","PF00041;PF10430;PF07714;","PTPRB;PTPRJ;PTPRC;PTPRK;PTPRG;PTPRO;PTPN12;PKM;MAPK3;IKBKG;ANGPT1;SHC1;ANGPT2;ANGPT4;","APP;DOK2;MAPK3;CBL;IKBKG;ANGPT1;TIE1;TNIP2;ANGPT2;ANGPT4;","ANGPT1;ANGPT2;ANGPT4;PTPN11;IKBKG;SHC1;TNIP2;PTPRB;PTPRJ;PTPRO;PTPRC;MAPK1;PHF3;MAPK3;RPS6KA2;DHPS;PTPRK;PTPN12;PTPRG;PIK3R1;GRB14;DOK2;ANGPTL1;GRB2;TIE1;GRB7;SOCS1;STAT5B;STAT5A;DOK4;CBL;APP;MAPK3;PTPRU;FYN;LCK;LYN","1368.98","0.9","0.1","E","superior cervical ganglion;ciliary ganglion;kidney;skin;skeletal muscle;","2017-06-26 00:00:00"
"TJP2","9","Q9UDY2","cadherin binding ; guanylate kinase activity ; protein binding, bridging ; protein C-terminus binding ; protein domain specific binding","R-HSA-2028269;R-HSA-351906;","hsa04530;hsa05110","IPR008145;IPR008144;IPR027417;IPR001478;IPR011511;IPR001452;IPR005417;IPR005419;","PF00625;PF00595;PF07653;","YWHAZ;CNTRL;CEP128;NR3C1;SFN;LATS1;FBF1;IQGAP1;SCRIB;PLOD1;PGAM5;CHM;KBTBD7;ODF2;ZYX;YAP1;TRAF6;KIF14;SRPK2;BCR;MYO1C;CEP135;LPP;EXOSC5;YWHAB;CDK6;WWTR1;YWHAG;TJP1;SSTR3;LASP1;YWHAQ;HSPB1;MAPK8;MYO19;KIAA1671;MYO18A;","XPO1;OCLN;CLK1;LATS1;LUZP4;IQGAP1;LATS2;PLOD1;RAE1;PGAM5;SRRM2;YAP1;DCAF15;KIF14;SRPK2;NUDT12;EXOSC5;CDK6;EIF1B;CTNNA1;MCM3;UBN1;SRPK1;SSTR3;CGN;CLDN1;SH3KBP1;CLDN2;HSPB1;MAPK8;THOC5;KIAA1671;MYO18A;YWHAZ;IFI30;CNTRL;CEP128;SFN;FBF1;PUS7;KBTBD7;OBSL1;ODF2;TRAF6;MYO1C;EPB41;CEP135;ZMYM3;YWHAB;SIRT7;LRRC47;SNAI2;MAGIX;YWHAG;TJP1;SNAI3;KCMF1;YWHAQ;HGS;MYO19;","YAP1;WWTR1;SCRIB;CDK6;LASP1;DNM1;ZYX;DNM2;ALMS1;C1orf35;ACIN1;HNRNPH2;DDX21;RBM8A;SNRPD1;PABPC1;SNRNP70;SON;THRAP3;DDX46;SRSF8;YTHDC1;LUC7L;HNRNPC;HNRNPCL1;DDX39B;SNRPB;RBM39;LUC7L3;HNRNPM;SNRPC;SRRM1;PNN;DDX50;SRSF2;DDX39A;SRSF7;CLASRP;SRRM2;DROSHA;BCLAF1;SRPK2;DIDO1;RBBP6;PCBP1;SRSF6;SNRPA;U2AF2;PRPF4B;DHX15;PABPC4;NUDT21;U2AF1;NOP2;EIF4A3;MAGOH;CPSF6;LUC7L2;ZYX;LASP1;LPP;PLOD1;KIF14;KIAA1671;TJP1;PGAM5;ATE1;COPS8;MAGED4;UFD1L;NUP88;AGGF1;CS;MAP1B;NUP214;POLR3B;SF3A2;PRKD3;NUP98;SF3A1;WDR75;MYCBP2;NUP62;SEH1L;COPS6;POLR3A;DDX19B;POLA1;MIOS;POLR3H;TJP1;RBM8A;NUP93;MPST;CHM;POLR3E;NUPL2;WDR26;SF3A3;SART1;WDR24;SMU1;NUP188;FAF1;HSP90B1;ARMC8;PRIM1;FAM122B;POLA2;WDR59;PRKD2;PRIM2;MRPL45;OBSL1;KBTBD6;IQGAP1;MTM1;EIF4B;POLRMT;CCAR2;GBF1;RBM26;PI4KB;CUL3;GTF3C1;RBFA;NSMAF;NUP155;TJP1;TMEM160;ERC1;KBTBD7;BRSK2;NSUN4;TEFM;LLGL1;LASP1;YWHAZ;YWHAB;ZYX;LASP1;LASP1;LPP;YWHAQ;NR3C1;CGN;PTPN14;CCP110;LATS1;CEP192;CEP131;OFD1;CEP152;AMOTL1;KIRREL;AMOT;MPP5;SIPA1L2;CNTROB;PTPN13;INADL;LIMD1;PKP4;MAGI1;LATS2;SEC16A;KIAA1549;LZTS2;SDCCAG3;HSPB1;BCR;MPP5;AMOTL1;PPP1CA;WBP2;YWHAZ;AMOTL2;LATS1;TP53BP2;RAE1;SLC9A3R2;PTPN14;MPDZ;YWHAE;YAP1;YWHAB;YWHAQ;LIN7C;YWHAH;INADL;AMOT;CCDC85C;SFN;TRAF6;YWHAG;CGN;CLDN1;OCLN;SAFB;EPB41;CTNNA1;TJP1;SH3KBP1;HGS;RAE1;KBTBD7;SRRM2;SSTR3;SIRT7;CLDN2;UBN1;THOC5;ZMYM3;SRPK2;SRPK1;LATS1;LATS2;KIAA1671;KIF14;PGAM5;PLOD1;KCMF1;SNAI2;OBSL1;LUZP4;SNAI3;MAGIX;DCAF15;NUDT12;IFI30","1977.01","0.3","0.25","E","spinal cord;testis;","2017-06-22 00:00:00"
"TMPRSS3","21","P57727","scavenger receptor activity ; serine-type endopeptidase activity ; sodium channel regulator activity",,NULL,"IPR023415;IPR002172;IPR009003;IPR001314;IPR001190;IPR017448;IPR001254;IPR018114;IPR033116;","PF00057;PF15494;PF00089;","TMED7;EEF1A1;RXRA;KIF2A;","TMED7;EEF1A1;RXRA;KIF2A;","RXRA;EEF1A1;TMED7;CCR5;TRIM24","3995.5","0.06","0.11","N","superior cervical ganglion;trigeminal ganglion;","2017-06-22 00:00:00"
"TNFRSF1A","12","P19438","tumor necrosis factor-activated receptor activity ; tumor necrosis factor binding","R-HSA-5357786;R-HSA-5357905;R-HSA-5357956;R-HSA-5626978;R-HSA-5669034;R-HSA-6783783;R-HSA-75893;","hsa04010;hsa04060;hsa04210;hsa04920","IPR011029;IPR000488;IPR001368;IPR020419;IPR033994;IPR033993;","PF00531;PF00020;","CDIPT;TUBB2B;SYNCRIP;DNAJB12;UBQLN1;ERLEC1;ACTG1;PRKAR2B;LRRC59;ERAP1;HIST3H3;NSMAF;DDOST;RPS27A;EGFR;MYO6;FADD;MYH9;RPS16;RARS;UBA52;MYL6;TRAF2;HAX1;ARFGEF2;HADHA;HSPA1L;TUBB;RPS27;HIST1H4A;HNRNPD;DNAJA1;GYS2;TUBB4A;DNAJA3;SEC61A1;XPOT;PTPN6;MYL12A;AFG3L2;TRADD;PTPN11;ATF6;ATP2A2;IKBKB;CLTCL1;MYH10;SEL1L;NAP1L1;TIMM50;CAD;PRDX3;CLTC;CANX;RPS3;SLC1A5;ATAD3A;VWA9;FANCI;CASP7;BAG2;CASP8;SLC25A3;TUBB6;TUBB3;PFKL;SLC25A5;SLC25A6;IPO8;C1QBP;FANCD2;GRN;RIPK1;RUVBL1;UBB;TNF;HSP70-1;HIST1H2AE;PRKDC;GCN1L1;TNFRSF1A;HSPA6;TUBA3C;HRG;HSPA5;INPP5D;HSPA8;HSPA9;CSNK1A1;HIST1H2BB;EPPK1;ATP1A1;BIRC2;MON2;SGTA;PHAX;RPL23;SMPD1;ATP5A1;SSR4;RCN2;CALM1;","UCHL1;SYNCRIP;FASLG;TNFSF13;PRDX3;UBQLN1;DAXX;CRADD;MAP3K7;BAG4;VWA9;SHARPIN;CASP7;CASP8;RHOA;PSMD2;PIK3CA;FAS;MSN;NSMAF;MAGEH1;CASP2;LTB;CHUK;LTA;EGFR;KHDRBS1;BCL10;DAB2IP;NOL3;MADD;FADD;UBE2I;OPTN;PRKCD;PRKCB;DAPK1;MAPK1;TRAP1;PPP1CA;TNFRSF10B;FANCD2;RIPK1;SH3KBP1;RIPK3;ADAM17;RIPK2;MAPK8;CLIP3;TNFAIP3;BID;TRAF1;TRAF2;CAV1;TNF;USP2;GRB2;USP4;SRC;TNFRSF1A;TNFRSF1B;SUMO1;EZR;SOS1;HNRNPD;GYS2;HRG;PIK3R1;MYOC;ARHGDIA;HSPA8;TRAF3;STAMBP;MUC1;TRPC1;TRPC4;TRPC5;CBL;CSNK1A1L;ELAVL1;STAT1;BIRC3;BIRC2;SGTA;TRADD;RNF8;ATF6;PHAX;CASP10;FYN;IKBKG;BRE;TRPC4AP;JAK1;JAK2;IKBKB;PIP4K2B;","BAG4;TNF;TRADD;TRAF2;RIPK1;TNF;TRADD;TNF;TRAF2;TRADD;UBE2I;GRB2;TNFRSF1B;TRAF2;BTRC;TBK1;FBXW11;TRADD;PSMD2;RASA3;TRAF2;SYK;IKBKG;IKBKB;CHUK;RIPK1;GLB1;RFK;PSMD2;FANCD2;BIRC2;LTA;PRKCD;PRKCB;RALBP1;SQSTM1;ARFGEF2;MAP3K7;JAK2;ERAP1;CHUK;GNB2L1;BRE;AZI2;SH3KBP1;ERAP1;NUCB2;DAB2IP;SRC;SH3KBP1;SRC;MAPKAP1;TRADD;RIPK1;FADD;CASP8;JAK1;RPS16;MYL12A;DNAJA1;HSPA6;RPS3;EPPK1;TUBB6;RUVBL1;CAD;SMPD1;FADD;TIMM50;CDIPT;CLTCL1;PRKAR2B;TRAF2;TRADD;GRN;CSNK1A1;ATF6;DNAJB12;C1QBP;RIPK1;TRADD;PRDX3;SLC25A3;PTPN11;SLC25A5;ATP1A1;IPO8;SLC25A6;HIST1H4A;HIST3H3;RIPK1;TNF;TUBB4A;RPS27;LRRC59;TRADD;BIRC2;TRAF2;HAX1;RPL23;HSPA9;MYH9;TUBA3C;SEC61A1;PRKDC;ATP5A1;SSR4;PFKL;TUBB;HSPA1L;HSPA5;HADHA;TUBB2B;RCN2;BAG2;SEL1L;AFG3L2;ACTG1;MYL6;MON2;DNAJA3;FANCI;ATAD3A;CASP7;HIST1H2AB;ATP2A2;HIST1H2BB;MYH10;SLC1A5;CANX;CALM1;ERLEC1;MYO6;PTPN6;EGFR;XPOT;NAP1L1;CLTC;DDOST;HSPA8;INPP5D;NSMAF;RIPK1;BIRC2;RARS;CASP8;CYBA;TRADD;RFK;TRADD;RFK;NOX1;RFK;RAC1;CYBA;CYBB;RAC1;NOX1;CYBA;RFK;CYBB;TRAF2;SHARPIN;RBCK1;RNF31;TRADD;TNF;RIPK1;TNF;SMPD3;GNB2L1;EED;CYBA;TRAP1;UBC;TNFSF13;PIP4K2B;RIPK2;MADD;TRAF2;RIPK1;BIRC2;TRADD;AGFG1;ERN1;TRPC4AP;RIPK3;RASSF1;CASP8;TRAF2;KRR1;TRADD;BIRC2;FADD;HSP90AA1;MAPK1;PTK2;MOAP1;CASP10;TRAF1;DAPK1;STAT1;LTB;GNB2L1;TNFRSF25;SUMO1;ERN1;CASP10;FADD;MYOC;TNFRSF10B;BID;EZR;FAS;FASLG;MAPK8;MSN;RHOA;ARHGDIA;BCL10;CNTRL;CRADD;CASP2;BIRC3;FYN;CAV1;USP2;TNFAIP3;CBL;PIK3CA;MUC1;USP4;CLIP3;TRAF3;TRPC1;TRPC4;TRPC5;SOS1;TNFRSF1B;DAXX;MAGEH1;OPTN;PIK3R1;KHDRBS1;PPP1CA;SHARPIN;GYS2;HRG;SGTA;UBQLN1;ADAM17;STAMBP;UCHL1;RNF8;CSNK1A1L;TNFSF10;TNFRSF10A;FAS;RIPK1;CFLAR;TRAF2;TRADD;NDRG1;RPS27A;KRT1;ITGA9;GTF2B;RPAIN;TTK;PSMD6;PRKAB1;UBA52;ATXN1;HADH;DAP;KIAA1524;SNAP91;ACTB;PSMC4;ATP5J;SENP6;TRAF6;PAAF1;PSMC6","154.52","0.51","0.92","N","whole blood;","2017-06-22 00:00:00"
"TRAPPC9","8","Q96Q05","Rab guanyl-nucleotide exchange factor activity","R-HSA-204005;R-HSA-8876198;",NULL,"IPR013783;IPR011990;IPR013935;","PF08626;","AMOTL2;RAB3IP;TRAPPC3;","BCL2L14;CRYAB;CABS1;TRAPPC2L;NXF1;RUFY4;TRAPPC3L;AMOTL2;TRAPPC12;APP;NOTCH1;MOV10;TRAPPC8;NTRK1;SULT1A2;TRAPPC4;CNN2;ODF3L2;IKBKB;TRAPPC10;ACAA1;TRAPPC2;","TRAPPC6B;RAB3IP;TRAPPC10;TRAPPC3;TRAPPC5;TRAPPC2L;TRAPPC10;TRAPPC4;TRAPPC1;TRAPPC6A;TMEM102;TRAPPC6B;TRAPPC3;RAB3IP;TRAPPC10;TRAPPC4;TRAPPC3;RAB3IP;RAB3IP;LIN7C;MPDZ;TRAPPC3;NME2;INADL;DYNLL1;C7orf43;MPP5;PSMD9;NF2;TRAPPC10;PSMC3;TP53BP2;AMOTL2;SNRPD2;TRAPPC3;TRAPPC6A;TRAPPC6B;MAP4K4;IKBKB;TRAPPC2L;TRAPPC3L;TRAPPC4;TRAPPC8;TRAPPC10;TRAPPC12;NOTCH1;AMOTL2;ODF3L2;SULT1A2;CNN2;BCL2L14;RUFY4;CABS1;ACAA1;CRYAB;BEGAIN","502.77","0.17",NULL,NULL,NULL,"2017-06-22 00:00:00"
